"Key","SourceString"
"DFr_74B6E38E.Text","“Where's the fun in that? You have a role to play, this is a trial and your verdict I shall not influence so bluntly.”"
"DFr_CA494888.Text","“It's not a who, but a what. What is on trial?”"
"DFr_B791AB89.Text","“You are the jury and the executioner. The judge has already played his hand and set the stage.”"
"DFr_D6C0F436.Text","“Just read them! Look for words that seem like they relate to creatures you see. Look for terms of violence that are your tools to create dishes.”"
"DFr_9DCC71AA.Text","...."
"DFr_EC0AC626.Text","“Wohooo! Let's go baby!”"
"DFr_BA3DC1D9.Text","“Fantastic! Okay the game is simple, I will ask you questions about the other residents in this tavern. If you answer correctly I shall answer any of your questions!”"
"DFr_C8F456D9.Text","“Shouldn't be too long! It depends how long you take to answer each question.”"
"DFr_F080776A.Text","“I want to know what you see in each character. There will be three questions per resident for a total of nine questions.”"
"DFr_C6590FEF.Text","“Before we begin, Have you talked with all of the residents of the tavern?”"
"DFr_4747D15A.Text","“By telling me the truth of each of them.”"
"DFr_51403E1D.Text","*Laughter* “That's the game! I want your subjective truth to be coherent with itself.”"
"DFr_3CBE4DB9.Text","“Lets see if you are, I think you may be cross eyed or blind!”"
"DFr_4B6AF753.Text","“Okay lets go! If you don't succeed don't fret, you may try as many times as you want!”"
"DFr_81994743.Text","“Let us begin with Goctor the Doctor! How would you describe him?”"
"DFr_DB1F8CC3.Text","“What does Goctor truly want?”"
"DFr_930D8945.Text","“Now let us move on to Gailor the Tailor. How would you describe him?”"
"DFr_D06E1C07.Text","“Now lets us move on to Gmith the blacksmith. How would you describe him?”"
"DFr_67B9E09D.Text","“What do you think Gmith wants?”"
"DFr_0F749035.Text","“What do you think Gailor wants?”"
"DFr_F5E167B8.Text","“What do you think Goctor fears most?”"
"DFr_5F628E29.Text","“What do you think Gailor truly fears?”"
"DFr_53F15E4F.Text","“What do you think Gmith truly fears?”"
"DFr_8CC1A49A.Text","“Well, you had a good streak for a bit there, but sadly you lost!”"
"DFr_A8431940.Text","“Before you try brute force it buddy, just know there are ten million possible combinations of answers. Only 6 of those are correct.”"
"DFr_9B346E29.Text","“Each answer represents an aspect of truth. Truth is not encapsulated in one form but many. If you answer with coherency between each characters truth, you win!”"
"DFr_457E88E2.Text","“Sure thing! Remember you can come back at any time and try again!”"
"DFr_FE5F00EC.Text","“Physical, Psychological, Meta, Absurdist, Immoral, and Moral.”"
"DFr_9FDB26D5.Text","“Don't worry mate you can have another go!”"
"DFr_BFAED177.Text","“But remember this: Subjective coherency is the name of the game! There are no wrong answers at the start, then after that, there is only one right answer.”"
"DFr_11FAA2C9.Text","“Hmm... interesting answers”"
"DFr_54059687.Text","“Hmm... very strange...”"
"DFr_2C1821CE.Text","“Okay, fascinating replies.”"
"DFr_4708EB42.Text","“Now, for the last questions of each resident...”"
"DFr_C73F18CF.Text","“Hmm. Okay. Thank you for participating.”"
"DFr_01362B1A.Text","“Subjective coherency is the name of the game!”"
"DFr_77E4A3D5.Text","“Your loss!”"
"DFr_12664453.Text","“Well have a chat with all of them before we begin!”"
"DFr_8BABBFF4.Text","“Oh I am but a simple doctor my dear boy. I used to travel around the tribes. Now I am too old for such ventures.”"
"DFr_BB8E0191.Text","“Yes. I travelled far and wide across the Shroomwoods. Not only that. I was also the Head of the Keepers of the Springs.”"
"DFr_1E2B0465.Text","“His wound had festered due to improper treatment and was in a serious condition. She saved him.”"
"DFr_6E243611.Text","“Indeed it is but my mind is not what it once was.”"
"DFr_2BB1C382.Text","“I am approaching my seven hundredth birthday.”"
"DFr_CE455766.Text","“But it's not my birthday.”"
"DFr_248FEDE3.Text","“No.. It isn't... Is it?”"
"DFr_73F7AA37.Text",""The twentieth day after the Summer solstice.”"
"DFr_EEF28100.Text","“Oh.. Okay.. well please don't jest with me like that. My memories are jumbled up as it is already.”"
"DFr_037A918D.Text","“Oh well in that case thank you!”"
"DFr_DED702FA.Text","“Ah.. So you must have been mistaken.”"
"DFr_057F01E0.Text","“No! It is not! I may struggle with memories of the present. But the past is vividly clear.”"
"DFr_A9D3D2EF.Text","“You must be mistaken. I have had seven hundred birthdays. I would not confuse such a date.”"
"DFr_3E987A92.Text","“Oh... Okay... Well please don't jest with me like that. My memories are jumbled up as it is already.”"
"DFr_C37FABE8.Text","“Today is the twentieth day since the Summer solstice?"
"DFr_5B82F0E6.Text","“I swear we were in Spring... No... Let me check my notes"
"DFr_5589324E.Text","“Oh... Okay... Well please don't jest with me like that. My memories are jumbled up as it is already.”"
"DFr_D1026BC4.Text","“I cannot form new memories with ease. The past is my comfort where I feel clarity.”"
"DFr_BACBFFBF.Text","“The very Springs where I healed your uncle.”"
"DFr_DF4AA45C.Text","“Ahh well. Our historians are reluctant to speak about the tribes knowledge and culture. So I am not surprised you do not know this."
"DFr_DA4B2CF9.Text","“The Springs are the source of the great river Evro that flows into the far east.”"
"DFr_DD844364.Text","As a devout Caldarian I understand our goddess and her will. But to merely share with you the history of where you shall venture is not a sin!"
"DFr_20BF6B33.Text","“Indeed I did. Saved him from certain death. Only with the healing properties of the Spring and Galia's aid did he survive.”"
"DFr_08383A9F.Text","“I took care of the Spring each year.  Making sure the broths temperature and flavour were in ideal conditions.”"
"DFr_2ACCBE4C.Text","“It was. Many hours through many seasons, always making sure its quality was just right.”"
"DFr_E4F884A7.Text","“Basically yes, though I don't think I'd call it just some brothy pond.”"
"DFr_67069F79.Text","The Springs had the capacity to not only serve as an antibiotic to infection. But also helped coagulate blood and served as a potent painkiller!"
"DFr_76A783DF.Text","Oh.. Okay then maybe some other time."
"DFr_6CC565E3.Text","“Oh my this handwriting... It is the same Galia of which I speak!”"
"DFr_F4086D67.Text","“It even has the seal of Keepers of The Springs!”"
"DFr_413DD31A.Text","“Indeed what a coincidence!”"
"DFr_F40B871D.Text","“But this is strange. The note is in near perfect condition. Where did you find it?”"
"DFr_446DF679.Text","“Of course! We were the healers of the Shroomwoods. Destined to journey to any tribe with plague or malaise. To maintain the Springs just right.”"
"DFr_40C67C6B.Text","“That cannot be! This message dates to over three hundred years ago.”"
"DFr_580B1EC4.Text","*Hoarse laughter* “I am almost inclined to believe you.”"
"DFr_5402B257.Text","“For the dates on this letter means it was written over three hundred years ago.”"
"DFr_B90570FF.Text","“It should have rotted away like most things in Gernik. But its... intact. As if written just yesterday.”"
"DFr_83F4F78B.Text","“Yes it is unsettling. Make sure to search for other notes and see if you can follow his trail.”"
"DFr_7A83F534.Text","“Thats a fantastic theory! Oh, but...”"
"DFr_55AD6E3B.Text","“Guncle has been missing for nearly two months now. And it rained just last week..."
"DFr_40EC9B05.Text","“You're right he must be close! Oh what good news. Make sure to search for other notes and see if you can follow his trail.”"
"DFr_98298000.Text","“No. No. There is a rational explanation for this.”"
"DFr_73094BA3.Text","“Don't be silly.”"
"DFr_D334639A.Text","“Make sure to search for other notes and see if you can follow his trail.”"
"DFr_560CAA06.Text","“My my I got so startled by this note I have forgotten what we were talking about.”"
"DFr_A424CE3D.Text","“They are where I as Keeper cured your uncle.”"
"DFr_B5A69CDF.Text","“This dueful care is why your uncle could be healed.”"
"DFr_018E0B54.Text","“Those very properties along with Galia saved your Guncle.”"
"DFr_CFDD785E.Text","“If not for Galia's loving care over those crucial months. Guncle would have perished.”"
"DFr_1FEAC5B2.Text","“Yes. It was a very tense few months.”"
"DFr_75115E10.Text","“To put it crassly. Yes.”"
"DFr_1249C929.Text","“Yes, such sweethearts the two of them.”"
"DFr_2698A77A.Text","“Like two peas in a pod. Inseparable.”"
"DFr_F29DE7FA.Text","“Ahh! She's currently.. away... uh... looking for Guncle of course.”"
"DFr_4CFF407B.Text","“I do not know... I tire of this conversation. Let us move on.”"
"DFr_C7D956CE.Text","“May Caldaria guide her through the darkest night.”"
"DFr_FE4E9E7F.Text","“No! It was certainly not about that!”"
"DFr_30A9C76E.Text","“No I'm not. I merely wish to leave the past alone.”"
"DFr_833AC04F.Text","“After what I have seen I do not need false tales to see horror. I wish to leave the past alone.”"
"DFr_D8695BDF.Text","“Now what was it we were discussing... Galia! Yes!”"
"DFr_59B88EE5.Text","“But... Why would I not remember what day it is? I'm certain the snow thawed just a few weeks ago. How could it be Summer?”"
"DFr_DBDD9189.Text","“Oh... Okay... Well please don't jest with me like that. My memories are jumbled up as it is already.”"
"DFr_8D7F96C1.Text","“Yes. But so old I forget which season I am in.. Oh dear...”"
"DFr_F6E8FC18.Text","“Thank you... I guess”"
"DFr_D0D2E523.Text","“Noo!... This is nonsense you are jesting with me!”"
"DFr_184FA460.Text","“Aha! Here it says that it is Spring! In the 324th year of the Garcosan Calendar!”"
"DFr_B4D79ECA.Text","“You were trying to trick me!”"
"DFr_089F9606.Text","“Oh... Okay... Well please don't jest with me like that. My memories are jumbled up as it is already.”"
"DFr_DB56A9A4.Text","“But by whom?”"
"DFr_5E31F61B.Text","*Sigh* “To tease an old gnome in this way is very cruel of you.”"
"DFr_F3A58F80.Text","“Ah that's right I was! Thank you my dear Ghunter.”"
"DFr_B13092D2.Text","“She had long silvery-blonde hair that cascaded in soft waves down her back. Always adorned with tiny, hand-woven flowers and herbs that she meticulously placed each morning.”"
"DFr_62A5A53E.Text","“She always exuded warmth and compassion. Drawing people to her whenever they seek healing or guidance.”"
"DFr_851C4A70.Text","“Her emerald-green eyes sparkled with intelligence and curiosity. A soft dusting of freckles across her nose and cheeks added a touch of endearing charm to her visage.”"
"DFr_514A28B5.Text","“Her wisdom and kindness were unmatched. Often providing counsel to those in need. ”"
"DFr_D6AE555D.Text","“Ah! I apologise I got swept away in the fondest of memories.”"
"DFr_9BDE42AD.Text","“Indeed. An angel and a silly stumpy hunter! haha!”"
"DFr_4657478E.Text","“Oh!..Well you see she is older now... So although still beautiful I described her in her youth..”"
"DFr_F4B0757A.Text","“Hey! That's not nice!”"
"DFr_35E8AE8B.Text","*Sniffles* “It's not even funny...”"
"DFr_F2885A47.Text","“Oh... well that is just mean. However, my raspy voice is the least of my concerns.”"
"DFr_C54539A9.Text","“Quite... but my days are numbered.”"
"DFr_ADED0FE7.Text","..."
"DFr_241036A6.Text","“The Sacred Shroom's blossoming of spores is what gives the Springs its healing properties. It is a majestic cycle.”"
"DFr_D6D6C31A.Text","“Young Grancis was inquisitive and curious. Whilst young Guncle was calm and jovial. Grancis was assertive where Guncle would be agreeable.”"
"DFr_B8385669.Text","“The Springs broth creates a hazy mist as it falls over the waterfall. This nurtures The Damsel. Letting it grow to its majestic size.”"
"DFr_CBCBAD4E.Text","“The origins of the Sacred Shroom we call The Damsel remain a mystery.”"
"DFr_71772642.Text","“Do you know about The Damsel. Our Sacred Shroom?”"
"DFr_52C900A6.Text","“Then you know of the miracle of our forest that lies in the wilderness you explore.”"
"DFr_3BB20968.Text","“Ah... I feared you would find out about this.”"
"DFr_1ABB0895.Text","“Then on the summer solstice. It releases spores into the air. These spores ferment with the pure broth of the springs and give it its healing properties.”"
"DFr_19F9F1D7.Text","“Guncle and Grancis got in a bit of a hiccup with it...”"
"DFr_4BC2AC17.Text","“Because there are no other of its species. We have searched the entire Shroomwoods for another of its kind. There are none.”"
"DFr_AC0809C9.Text","“However these ventures provided Guncle with many undiscovered ingredients he could use for his recipes.”"
"DFr_A3934354.Text","“I do not know what Based  or Chad means. Garcosan slang is lost on me. However he was brave.”"
"DFr_FFA63F24.Text","“He was indeed born with an innate vision of how to mould the world. With the courage to act upon such a vision.”"
"DFr_6BCF79F7.Text","“He was! Every festival when the fermented broth of the Springs was flowing through us all. He would stand on tables and begin cracking jokes and telling tales of his travels.”"
"DFr_3F85907E.Text","“He would make many burst in laughter and whoop for joy at his stories. If any were brave enough to heckle him he would slam them down with wit and charm. Never hostile when defending his limelight.”"
"DFr_937AAAA0.Text","“Though the line between bravery and stupidity is blurred. One can easily misstep and fall into either side.”"
"DFr_FF7BE30F.Text","“It was this mixture of personalities that caused this hiccup I speak of. Grancis and his drive for knowledge would often drag Guncle into undesired situations.”"
"DFr_F6468D1F.Text","“In many ways they were. Grancis being the brains and Guncle the brawn of their escapades.”"
"DFr_979868D1.Text","“Indeed. When gambling as recklessly as they did. The house of fate eventually wins.”"
"DFr_F8E3B081.Text","“But if you gamble as recklessly as they did. The house of fate will always eventually win.”"
"DFr_5C5AE8F9.Text","“One summer solstice. Nearly four hundred years ago. When Guncle returned from Qalaga. Grancis came to him with a proposition.”"
